ticket_id,customer_id,created_at,updated_at,category,subcategory,priority,status,subject,description,channel,agent,first_response_at,resolved_at,satisfaction_score
TKT-00224,CUST-8673,2025-04-19 08:32:00,2025-04-22 08:54:00,Billing,,Critical,Resolved,Overcharge on my account,My invoice shows a different amount than what was agreed upon. Please review and correct.,Phone,Lisa Thompson,2025-04-19 18:52:00,2025-04-22 08:15:00,3.1
TKT-00225,CUST-2212,2025-03-23 14:16:00,2025-03-25 11:17:00,Login,,Medium,Resolved,Cannot sign in,"After entering my credentials, I'm redirected back to the login page in a loop.",Chat,James Wilson,2025-03-23 14:52:00,2025-03-24 11:26:00,4.9
TKT-00226,CUST-9973,2025-03-01 01:52:00,2025-03-01 20:04:00,Account Access,,Medium,Resolved,Two-factor authentication broken,I've been locked out of my account after entering my password incorrectly a few times.,Chat,Mike Chen,2025-03-01 11:29:00,2025-03-01 06:26:00,4.1
TKT-00227,CUST-3769,2025-06-05 18:44:00,2025-06-08 09:32:00,Technical Issue,,Critical,Closed,Memory leak in application,The export feature has stopped working since the last update. I get a 500 error.,Chat,David Kim,2025-06-06 04:13:00,2025-06-08 05:02:00,3.4
TKT-00228,CUST-8351,2025-01-29 03:00:00,2025-01-31 08:59:00,Payment,,Low,In Progress,Payment confirmation missing,My payment failed but I was still charged. The order shows as cancelled.,Email,James Wilson,2025-01-29 05:50:00,,3.7
TKT-00229,CUST-8163,2025-01-31 01:59:00,2025-02-01 07:23:00,Technical Issue,,High,Resolved,App crashes on login,The application crashes every time I try to open the dashboard. I've tried clearing cache but it doesn't help.,Web,Anna Martinez,2025-01-31 11:24:00,2025-02-01 04:19:00,2.7
TKT-00230,CUST-2116,2025-01-12 09:28:00,2025-01-14 07:47:00,Billing,,High,Resolved,Invoice incorrect,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Chat,Chris Lee,2025-01-12 20:29:00,2025-01-13 17:23:00,1.7
TKT-00231,CUST-6717,2025-05-01 17:53:00,2025-05-02 20:13:00,Shipping,,High,Closed,Package not delivered,My package shows as delivered but I never received it. I've checked with neighbors.,Email,Tom Baker,2025-05-01 19:24:00,2025-05-02 08:59:00,3.1
TKT-00232,CUST-6597,2025-06-22 12:41:00,2025-06-24 20:52:00,Technical Issue,,Medium,Resolved,Website not loading properly,The export feature has stopped working since the last update. I get a 500 error.,Email,Anna Martinez,2025-06-22 20:35:00,2025-06-24 05:12:00,4.5
TKT-00233,CUST-2446,2025-06-13 14:39:00,2025-06-15 13:06:00,Technical Issue,,High,Resolved,System error occurred,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Phone,David Kim,2025-06-13 16:44:00,2025-06-15 05:45:00,3.9
TKT-00234,CUST-5542,2025-01-10 07:17:00,2025-01-13 03:47:00,Technical Issue,,Medium,In Progress,System error occurred,The mobile app freezes frequently and I have to force close it to continue.,Chat,Emily Rodriguez,2025-01-10 10:41:00,,3.6
TKT-00235,CUST-8134,2025-04-21 14:08:00,2025-04-23 21:52:00,Account Access,,Critical,Resolved,MFA codes not working,I've been locked out of my account after entering my password incorrectly a few times.,Email,Rachel Green,2025-04-21 14:46:00,2025-04-23 02:56:00,4.9
TKT-00236,CUST-6080,2025-05-04 22:03:00,2025-05-07 15:49:00,Billing,,High,Open,Wrong amount billed,The promotional pricing I signed up for is not reflected in my latest bill.,Web,Mike Chen,2025-05-05 01:04:00,,3.8
TKT-00237,CUST-6771,2025-04-02 08:31:00,2025-04-02 14:16:00,Billing,,High,In Progress,Charge after cancellation,The promotional pricing I signed up for is not reflected in my latest bill.,Chat,Lisa Thompson,2025-04-02 13:12:00,,5.0
TKT-00238,CUST-7528,2025-01-15 20:05:00,2025-01-17 00:12:00,Refund,,Low,In Progress,Refund not received,I was told I'd receive a full refund but only got a partial amount.,Chat,Emily Rodriguez,2025-01-16 06:36:00,,4.5
TKT-00239,CUST-8173,2025-02-22 21:15:00,2025-02-26 00:27:00,Technical Issue,,Medium,Closed,Website not loading properly,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Phone,David Kim,2025-02-23 03:30:00,2025-02-25 16:44:00,3.7
TKT-00240,CUST-3933,2025-03-24 00:07:00,2025-03-25 19:46:00,Account Access,,Medium,In Progress,Cannot change email,I can't access my account even though I'm using the correct credentials.,Phone,Anna Martinez,2025-03-24 04:11:00,,5.0
TKT-00241,CUST-8583,2025-01-19 12:22:00,2025-01-22 01:48:00,Shipping,,Medium,Resolved,Tracking not updating,I need to return an item but haven't received a shipping label after requesting one.,Chat,Sarah Johnson,2025-01-19 18:32:00,2025-01-21 04:00:00,3.3
TKT-00242,CUST-7406,2025-03-27 10:10:00,2025-03-29 23:24:00,Billing,,High,Resolved,Wrong amount billed,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Chat,Emily Rodriguez,2025-03-27 12:24:00,2025-03-29 18:18:00,4.2
TKT-00243,CUST-8623,2025-06-29 13:52:00,2025-07-02 01:10:00,Subscription,,Medium,Resolved,Subscription not reflected,I tried to cancel my subscription but the cancel button is not working.,Email,Emily Rodriguez,2025-06-29 18:18:00,2025-07-01 06:38:00,3.4
TKT-00244,CUST-2784,2025-02-16 15:05:00,2025-02-19 06:12:00,Technical Issue,,High,Resolved,Feature not working,The export feature has stopped working since the last update. I get a 500 error.,Chat,Sarah Johnson,2025-02-16 17:03:00,2025-02-18 17:57:00,3.1
TKT-00245,CUST-4390,2025-03-29 01:24:00,2025-03-30 08:24:00,Product Issue,,Medium,Closed,Color different from listing,The product I received has visible damage. The box was intact but the item inside was cracked.,Email,Tom Baker,2025-03-29 09:20:00,2025-03-29 20:25:00,4.5
TKT-00246,CUST-6538,2025-01-08 14:35:00,2025-01-11 18:59:00,Payment,,Critical,Resolved,Wire transfer not reflected,My payment failed but I was still charged. The order shows as cancelled.,Email,Rachel Green,2025-01-08 20:45:00,2025-01-11 06:20:00,4.4
TKT-00247,CUST-6526,2025-03-15 03:52:00,2025-03-18 11:41:00,Subscription,,Low,Resolved,Features missing from plan,My subscription auto-renewed but I was not notified about the renewal.,Email,David Kim,2025-03-15 06:45:00,2025-03-17 12:07:00,2.8
TKT-00248,CUST-4606,2025-01-09 22:28:00,2025-01-12 01:38:00,Billing,,High,Closed,Billing discrepancy,I noticed an unexpected charge on my account this month. The amount doesn't match my subscription plan.,Chat,David Kim,2025-01-10 01:21:00,2025-01-11 22:29:00,3.9
TKT-00249,CUST-1905,2025-05-29 02:47:00,2025-05-29 23:16:00,Billing,,Low,Resolved,Double charged for subscription,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Email,Anna Martinez,2025-05-29 07:48:00,2025-05-29 11:06:00,5.0
TKT-00250,CUST-6259,2025-01-18 14:19:00,2025-01-20 22:04:00,Payment,,Critical,Resolved,Duplicate payment,I was charged three times for a single purchase. I need the extra charges reversed.,Phone,Anna Martinez,2025-01-18 21:55:00,2025-01-20 14:05:00,3.9
TKT-00251,CUST-1102,2025-05-01 09:45:00,2025-05-02 03:48:00,Technical Issue,,High,Open,Data sync not working,I'm getting intermittent errors when trying to save my work. Data is being lost.,Phone,James Wilson,2025-05-01 20:32:00,,2.1
TKT-00252,CUST-5261,2025-03-16 16:52:00,2025-03-18 09:43:00,Subscription,,Critical,Closed,Features missing from plan,I was charged for a subscription I cancelled 3 months ago. This needs to be refunded.,Email,Anna Martinez,2025-03-17 04:46:00,2025-03-17 15:36:00,2.8
TKT-00253,CUST-4858,2025-05-27 05:03:00,2025-05-30 14:31:00,Technical Issue,,High,Open,Mobile app freeze,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Email,David Kim,2025-05-27 08:37:00,,4.1
TKT-00254,CUST-6202,2025-06-08 13:48:00,2025-06-09 05:30:00,Billing,,Medium,Resolved,Unexpected fee on my account,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Chat,Chris Lee,2025-06-09 01:29:00,2025-06-08 18:05:00,3.2
TKT-00255,CUST-5071,2025-06-19 06:38:00,2025-06-21 17:30:00,Product Issue,,Low,Open,Packaging was broken,The product stopped working after just two days of normal use.,Chat,David Kim,2025-06-19 14:44:00,,3.5
TKT-00256,CUST-7799,2025-04-18 08:25:00,2025-04-18 16:06:00,Refund,,Medium,Open,Partial refund request,My refund amount is $20 less than what I paid. The difference hasn't been explained.,Phone,Chris Lee,2025-04-18 20:04:00,,1.0
TKT-00257,CUST-7872,2025-05-22 06:48:00,2025-05-25 12:23:00,Refund,,High,In Progress,Charge after returning item,I was told I'd receive a full refund but only got a partial amount.,Email,Lisa Thompson,2025-05-22 07:55:00,,4.0
TKT-00258,CUST-3732,2025-03-19 14:56:00,2025-03-22 20:40:00,Technical Issue,,Medium,Closed,Feature not working,I'm getting intermittent errors when trying to save my work. Data is being lost.,Chat,Chris Lee,2025-03-20 00:14:00,2025-03-22 01:44:00,2.4
TKT-00259,CUST-5338,2025-05-30 19:30:00,2025-06-02 05:08:00,Billing,,High,Resolved,Double charged for subscription,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Email,Chris Lee,2025-05-31 06:08:00,2025-06-01 05:48:00,4.7
TKT-00260,CUST-3632,2025-05-31 22:37:00,2025-06-03 12:49:00,Technical Issue,,Critical,Closed,API returning errors,The export feature has stopped working since the last update. I get a 500 error.,Web,Chris Lee,2025-05-31 23:36:00,2025-06-03 00:53:00,4.2
TKT-00261,CUST-5630,2025-01-09 23:23:00,2025-01-13 00:35:00,Technical Issue,,High,Resolved,Feature not working,The mobile app freezes frequently and I have to force close it to continue.,Chat,Sarah Johnson,2025-01-10 09:01:00,2025-01-12 12:23:00,3.9
TKT-00262,CUST-7323,2025-03-08 03:40:00,2025-03-09 10:54:00,Subscription,,Critical,Resolved,Cancellation confirmation not received,I was charged for a subscription I cancelled 3 months ago. This needs to be refunded.,Chat,James Wilson,2025-03-08 11:07:00,2025-03-08 11:56:00,3.9
TKT-00263,CUST-1174,2025-01-10 20:19:00,2025-01-12 21:52:00,Shipping,,High,In Progress,Delivery late,My order was supposed to arrive 5 days ago but tracking still shows it's in transit.,Email,Lisa Thompson,2025-01-11 05:02:00,,3.6
TKT-00264,CUST-1670,2025-04-20 13:51:00,2025-04-23 11:20:00,Account Access,,Medium,In Progress,SSO login failing,I've been locked out of my account after entering my password incorrectly a few times.,Email,Sarah Johnson,2025-04-20 14:06:00,,4.4
TKT-00265,CUST-3841,2025-02-28 06:37:00,2025-03-02 10:23:00,Payment,,High,Open,Cannot add payment method,I can't add my new credit card to my account. It keeps saying invalid card.,Chat,James Wilson,2025-02-28 15:05:00,,3.6
TKT-00266,CUST-5571,2025-01-06 15:05:00,2025-01-10 06:12:00,Billing,,Medium,Closed,Charge after cancellation,The promotional pricing I signed up for is not reflected in my latest bill.,Chat,Sarah Johnson,2025-01-06 22:36:00,2025-01-09 10:55:00,2.8
TKT-00267,CUST-8371,2025-01-28 06:50:00,2025-01-29 23:28:00,Account Access,,High,Resolved,SSO login failing,My account shows as suspended but I haven't violated any terms.,Chat,Chris Lee,2025-01-28 07:42:00,2025-01-29 23:10:00,3.6
TKT-00268,CUST-3293,2025-02-17 07:16:00,2025-02-20 03:52:00,Billing,,High,In Progress,Billing discrepancy,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Email,Emily Rodriguez,2025-02-17 18:35:00,,3.7
TKT-00269,CUST-3546,2025-02-16 05:48:00,2025-02-18 06:50:00,Product Issue,,Medium,Resolved,Size mismatch,I ordered size Large but received a Medium. The label on the product says Medium.,Phone,Emily Rodriguez,2025-02-16 17:35:00,2025-02-18 03:28:00,3.3
TKT-00270,CUST-5710,2025-04-08 00:36:00,2025-04-10 13:43:00,Account Access,,High,Resolved,Cannot change email,I've been locked out of my account after entering my password incorrectly a few times.,Phone,Chris Lee,2025-04-08 05:37:00,2025-04-10 01:01:00,3.5
TKT-00271,CUST-9092,2025-03-08 15:55:00,2025-03-10 12:30:00,Technical Issue,,Critical,Resolved,API returning errors,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Email,Chris Lee,2025-03-08 20:15:00,2025-03-10 03:33:00,2.6
TKT-00272,CUST-2529,2025-02-26 15:37:00,2025-02-28 16:41:00,Refund,,Medium,Resolved,Want refund for defective product,"I'm being charged a restocking fee for a defective product return, which seems unfair.",Email,Emily Rodriguez,2025-02-26 19:17:00,2025-02-28 04:37:00,4.0
TKT-00273,CUST-4579,2025-01-06 15:19:00,2025-01-07 02:50:00,Billing,,High,Resolved,Billing discrepancy,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Web,Rachel Green,2025-01-06 22:46:00,2025-01-06 15:59:00,4.1
TKT-00274,CUST-7040,2025-02-18 12:49:00,2025-02-19 03:04:00,Billing,,High,Open,Unexpected fee on my account,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Email,Rachel Green,2025-02-18 23:37:00,,2.7
TKT-00275,CUST-2825,2025-03-06 14:23:00,2025-03-10 03:07:00,Billing,,Low,In Progress,Promotional pricing not applied,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Email,Lisa Thompson,2025-03-06 23:22:00,,2.7
TKT-00276,CUST-7297,2025-06-22 03:15:00,2025-06-24 06:08:00,Billing,,Medium,Resolved,Unexpected fee on my account,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Phone,Emily Rodriguez,2025-06-22 07:37:00,2025-06-23 13:22:00,2.4
TKT-00277,CUST-9612,2025-02-22 16:37:00,2025-02-25 14:16:00,Subscription,,High,Resolved,Trial charged early,I tried to cancel my subscription but the cancel button is not working.,Email,Rachel Green,2025-02-23 01:34:00,2025-02-25 06:14:00,4.5
TKT-00278,CUST-2271,2025-03-15 16:43:00,2025-03-17 19:21:00,Shipping,,Medium,Open,International shipping delay,My order was supposed to arrive 5 days ago but tracking still shows it's in transit.,Chat,Chris Lee,2025-03-16 03:06:00,,4.2
TKT-00279,CUST-5008,2025-04-03 12:52:00,2025-04-05 13:49:00,Subscription,,Critical,Closed,Annual vs monthly billing confusion,My subscription auto-renewed but I was not notified about the renewal.,Phone,Chris Lee,2025-04-03 15:26:00,2025-04-04 14:14:00,4.1
TKT-00280,CUST-6870,2025-02-13 12:21:00,2025-02-15 14:15:00,Product Issue,,Low,Closed,Quality below expectations,The product stopped working after just two days of normal use.,Web,Sarah Johnson,2025-02-13 20:20:00,2025-02-14 15:23:00,4.8
TKT-00281,CUST-8285,2025-01-13 11:29:00,2025-01-14 15:58:00,Refund,,Medium,In Progress,Credit not applied,"I'm being charged a restocking fee for a defective product return, which seems unfair.",Chat,Emily Rodriguez,2025-01-13 14:25:00,,4.8
TKT-00282,CUST-6561,2025-05-09 16:52:00,2025-05-12 01:37:00,Billing,,Medium,Resolved,Billing discrepancy,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Email,Lisa Thompson,2025-05-10 02:08:00,2025-05-11 18:39:00,3.4
TKT-00283,CUST-4445,2025-02-10 23:55:00,2025-02-11 12:27:00,Account Access,,High,Resolved,Profile not updating,The two-factor authentication codes from my authenticator app are not being accepted.,Email,Lisa Thompson,2025-02-11 03:14:00,2025-02-11 11:36:00,4.4
TKT-00284,CUST-9942,2025-04-24 05:17:00,2025-04-27 04:07:00,Technical Issue,,High,Resolved,API returning errors,I'm getting intermittent errors when trying to save my work. Data is being lost.,Phone,Sarah Johnson,2025-04-24 12:37:00,2025-04-26 14:47:00,4.1
TKT-00285,CUST-6384,2025-06-03 14:11:00,2025-06-05 22:42:00,Account Access,,Medium,Closed,Permission denied,My account shows as suspended but I haven't violated any terms.,Chat,James Wilson,2025-06-03 15:53:00,2025-06-05 19:48:00,4.4
TKT-00286,CUST-2584,2025-06-14 07:43:00,2025-06-16 10:14:00,Product Issue,,Medium,Resolved,Product arrived damaged,The product I received has visible damage. The box was intact but the item inside was cracked.,Phone,Anna Martinez,2025-06-14 14:29:00,2025-06-15 15:30:00,4.1
TKT-00287,CUST-8679,2025-06-11 13:14:00,2025-06-13 17:16:00,Product Issue,,Critical,Closed,Quality below expectations,The product stopped working after just two days of normal use.,Email,David Kim,2025-06-11 20:02:00,2025-06-12 17:29:00,3.3
TKT-00288,CUST-9245,2025-06-16 05:41:00,2025-06-17 22:27:00,Billing,,High,Resolved,Promotional pricing not applied,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Email,Anna Martinez,2025-06-16 08:10:00,2025-06-17 15:55:00,3.6
TKT-00289,CUST-9589,2025-02-02 00:20:00,2025-02-02 03:23:00,Product Issue,,High,Resolved,Missing items in order,The product quality is significantly lower than what was advertised on the website.,Chat,Mike Chen,2025-02-02 07:00:00,2025-02-02 01:50:00,2.8
TKT-00290,CUST-6611,2025-03-03 03:50:00,2025-03-06 11:03:00,Billing,,Medium,Open,Charge after cancellation,My invoice shows a different amount than what was agreed upon. Please review and correct.,Phone,David Kim,2025-03-03 09:23:00,,3.4
TKT-00291,CUST-3458,2025-02-08 07:55:00,2025-02-08 20:16:00,Technical Issue,,High,In Progress,Feature not working,I've been experiencing slow loading times for the past week. Pages take over 30 seconds to load.,Web,Rachel Green,2025-02-08 14:55:00,,4.0
TKT-00292,CUST-9776,2025-06-05 22:13:00,2025-06-08 23:57:00,Refund,,High,Resolved,Refund amount incorrect,It's been over a month since I returned the defective product. No refund or update.,Chat,Sarah Johnson,2025-06-06 09:11:00,2025-06-08 20:27:00,4.1
TKT-00293,CUST-1570,2025-03-04 22:44:00,2025-03-07 10:00:00,Product Issue,,Low,Resolved,Size mismatch,The product quality is significantly lower than what was advertised on the website.,Chat,Emily Rodriguez,2025-03-05 03:49:00,2025-03-06 20:34:00,3.0
TKT-00294,CUST-7003,2025-01-16 07:07:00,2025-01-20 03:05:00,Billing,,High,Closed,Charge after cancellation,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Web,Chris Lee,2025-01-16 10:02:00,2025-01-19 03:12:00,5.0
TKT-00295,CUST-4278,2025-01-16 06:55:00,2025-01-19 08:23:00,Billing,,Medium,In Progress,Double charged for subscription,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Email,Sarah Johnson,2025-01-16 13:34:00,,3.9
TKT-00296,CUST-5159,2025-03-13 20:18:00,2025-03-14 14:13:00,Account Access,,Critical,Open,Profile not updating,I need to update my email address but the system won't let me verify the new one.,Web,David Kim,2025-03-13 22:51:00,,3.3
TKT-00297,CUST-5229,2025-02-28 09:16:00,2025-03-02 04:31:00,Account Access,,High,In Progress,Account verification failed,I can't access my account even though I'm using the correct credentials.,Chat,Mike Chen,2025-02-28 09:22:00,,4.6
TKT-00298,CUST-4820,2025-02-09 04:40:00,2025-02-11 10:05:00,Product Issue,,Critical,Closed,Packaging was broken,The product I received has visible damage. The box was intact but the item inside was cracked.,Chat,Lisa Thompson,2025-02-09 06:26:00,2025-02-11 03:03:00,4.8
TKT-00299,CUST-4127,2025-04-14 19:32:00,2025-04-16 14:56:00,Billing,,Low,Resolved,Promotional pricing not applied,I noticed an unexpected charge on my account this month. The amount doesn't match my subscription plan.,Phone,Rachel Green,2025-04-15 00:27:00,2025-04-16 11:08:00,3.9
TKT-00300,CUST-8653,2025-05-17 11:37:00,2025-05-17 21:16:00,Payment,,Medium,In Progress,Wire transfer not reflected,The checkout process times out when I try to complete my purchase.,Phone,Sarah Johnson,2025-05-17 13:00:00,,3.4
TKT-00301,CUST-8866,2025-02-01 10:46:00,2025-02-05 00:53:00,Billing,,Critical,Resolved,Tax calculation error,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Web,David Kim,2025-02-01 13:18:00,2025-02-04 05:16:00,4.3
TKT-00302,CUST-3285,2025-04-04 15:23:00,2025-04-07 13:24:00,Product Issue,,Critical,Open,Size mismatch,The product stopped working after just two days of normal use.,Phone,James Wilson,2025-04-05 01:05:00,,3.5
TKT-00303,CUST-1456,2025-04-08 17:09:00,2025-04-10 17:54:00,Subscription,,Critical,Closed,Trial charged early,I tried to cancel my subscription but the cancel button is not working.,Email,Rachel Green,2025-04-08 18:14:00,2025-04-10 11:14:00,3.2
TKT-00304,CUST-1119,2025-01-29 15:29:00,2025-01-31 01:44:00,Technical Issue,,Critical,In Progress,Website not loading properly,I'm getting intermittent errors when trying to save my work. Data is being lost.,Web,Rachel Green,2025-01-29 19:14:00,,3.5
TKT-00305,CUST-9300,2025-01-18 21:49:00,2025-01-20 14:53:00,Shipping,,Critical,Resolved,Delivery attempted but no notice,The shipping address was changed without my authorization and the package went to the wrong location.,Phone,Sarah Johnson,2025-01-19 05:21:00,2025-01-19 19:47:00,3.4
TKT-00306,CUST-7727,2025-05-01 11:08:00,2025-05-04 07:47:00,Login,,High,Resolved,Username taken error,I can't create a new account. It says my email is already registered.,Chat,Lisa Thompson,2025-05-01 16:37:00,2025-05-04 03:51:00,5.0
TKT-00307,CUST-9518,2025-06-27 07:00:00,2025-06-30 13:43:00,Subscription,,Critical,In Progress,Subscription renewed unexpectedly,I tried to cancel my subscription but the cancel button is not working.,Email,Mike Chen,2025-06-27 13:58:00,,3.7
TKT-00308,CUST-7349,2025-01-24 23:33:00,2025-01-27 14:44:00,Product Issue,,Medium,Closed,Product arrived damaged,Missing several components that were listed in the product description.,Email,James Wilson,2025-01-25 08:24:00,2025-01-27 03:09:00,3.0
TKT-00309,CUST-5478,2025-04-18 00:34:00,2025-04-18 19:38:00,Product Issue,,High,Closed,Product defect,I ordered size Large but received a Medium. The label on the product says Medium.,Phone,David Kim,2025-04-18 10:48:00,2025-04-18 08:02:00,4.1
TKT-00310,CUST-3211,2025-06-01 02:04:00,2025-06-02 08:55:00,Account Access,,High,Closed,Cannot access my account,The two-factor authentication codes from my authenticator app are not being accepted.,Web,Rachel Green,2025-06-01 09:31:00,2025-06-01 20:52:00,2.0
TKT-00311,CUST-9640,2025-03-09 02:34:00,2025-03-11 20:25:00,Billing,,Medium,In Progress,Invoice incorrect,The promotional pricing I signed up for is not reflected in my latest bill.,Web,Rachel Green,2025-03-09 04:42:00,,4.3
TKT-00312,CUST-8994,2025-04-06 12:44:00,2025-04-07 15:07:00,Technical Issue,,Medium,Resolved,Integration failing,The application crashes every time I try to open the dashboard. I've tried clearing cache but it doesn't help.,Email,Sarah Johnson,2025-04-06 19:54:00,2025-04-07 11:57:00,3.1
TKT-00313,CUST-9505,2025-01-12 11:40:00,2025-01-14 19:20:00,Subscription,,High,In Progress,Plan upgrade not working,I upgraded my plan but I'm still being charged the old rate AND the new rate.,Phone,Tom Baker,2025-01-12 21:56:00,,3.4
TKT-00314,CUST-6111,2025-02-19 11:16:00,2025-02-20 11:56:00,Subscription,,High,In Progress,Cancellation confirmation not received,I was charged for a subscription I cancelled 3 months ago. This needs to be refunded.,Email,Lisa Thompson,2025-02-19 18:16:00,,3.3
TKT-00315,CUST-9226,2025-04-14 04:06:00,2025-04-15 20:22:00,Billing,,High,Closed,Billing discrepancy,I see a $49.99 charge but my plan should be $29.99. Please explain this discrepancy.,Email,Chris Lee,2025-04-14 05:18:00,2025-04-14 20:36:00,4.5
TKT-00316,CUST-8826,2025-01-07 17:17:00,2025-01-09 14:54:00,Billing,,Low,Resolved,Invoice incorrect,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Web,Emily Rodriguez,2025-01-08 00:40:00,2025-01-09 10:21:00,3.6
TKT-00317,CUST-6617,2025-01-08 05:44:00,2025-01-10 15:31:00,Account Access,,Critical,In Progress,Cannot change email,I've been locked out of my account after entering my password incorrectly a few times.,Chat,David Kim,2025-01-08 11:41:00,,3.8
TKT-00318,CUST-1512,2025-01-17 23:15:00,2025-01-20 07:35:00,Account Access,,Medium,Closed,Cannot change email,My account shows as suspended but I haven't violated any terms.,Email,Tom Baker,2025-01-18 03:10:00,2025-01-19 21:37:00,5.0
TKT-00319,CUST-9210,2025-02-20 07:10:00,2025-02-22 04:19:00,Technical Issue,,Medium,Resolved,App crashes on login,The export feature has stopped working since the last update. I get a 500 error.,Chat,Rachel Green,2025-02-20 12:36:00,2025-02-21 12:31:00,3.8
TKT-00320,CUST-6825,2025-06-22 17:53:00,2025-06-26 02:58:00,Technical Issue,,Medium,Closed,App crashes on login,The mobile app freezes frequently and I have to force close it to continue.,Phone,Emily Rodriguez,2025-06-23 04:33:00,2025-06-25 13:41:00,4.1
TKT-00321,CUST-3894,2025-02-06 12:13:00,2025-02-08 22:58:00,Technical Issue,,Low,In Progress,API returning errors,The application crashes every time I try to open the dashboard. I've tried clearing cache but it doesn't help.,Email,Anna Martinez,2025-02-06 16:10:00,,4.4
TKT-00322,CUST-4488,2025-01-11 09:28:00,2025-01-12 07:33:00,Technical Issue,,Low,Resolved,Website not loading properly,I'm getting intermittent errors when trying to save my work. Data is being lost.,Chat,Mike Chen,2025-01-11 14:58:00,2025-01-11 11:28:00,3.9
TKT-00323,CUST-3228,2025-06-12 08:01:00,2025-06-12 21:53:00,Product Issue,,Low,Open,Product defect,The product quality is significantly lower than what was advertised on the website.,Chat,James Wilson,2025-06-12 10:52:00,,2.8
TKT-00324,CUST-5632,2025-01-24 05:47:00,2025-01-26 15:52:00,Login,,Medium,Closed,Cannot create account,I've requested a password reset multiple times but never receive the email.,Email,Lisa Thompson,2025-01-24 14:09:00,2025-01-25 17:18:00,3.9
TKT-00325,CUST-3568,2025-01-22 22:48:00,2025-01-24 00:57:00,Payment,,Medium,In Progress,Cannot add payment method,My payment failed but I was still charged. The order shows as cancelled.,Email,Lisa Thompson,2025-01-23 05:39:00,,2.5
TKT-00326,CUST-3755,2025-03-31 06:19:00,2025-04-02 18:47:00,Shipping,,Critical,Closed,Tracking not updating,I need to return an item but haven't received a shipping label after requesting one.,Email,Lisa Thompson,2025-03-31 07:36:00,2025-04-02 18:19:00,4.0
TKT-00327,CUST-6794,2025-02-16 11:22:00,2025-02-19 09:43:00,Billing,,High,Closed,Monthly bill too high,I was charged twice for the same transaction. I need an immediate refund for the duplicate charge.,Phone,Sarah Johnson,2025-02-16 22:30:00,2025-02-19 08:38:00,2.9
TKT-00328,CUST-9839,2025-06-16 19:21:00,2025-06-17 11:26:00,Billing,,High,Closed,Wrong amount billed,The promotional pricing I signed up for is not reflected in my latest bill.,Chat,Mike Chen,2025-06-16 21:11:00,2025-06-17 00:25:00,5.0
TKT-00329,CUST-5494,2025-01-02 10:21:00,2025-01-03 14:56:00,Technical Issue,,Critical,Closed,Integration failing,The mobile app freezes frequently and I have to force close it to continue.,Chat,Rachel Green,2025-01-02 20:54:00,2025-01-03 09:10:00,2.3
TKT-00330,CUST-4712,2025-02-20 20:44:00,2025-02-23 18:40:00,Subscription,,Medium,Resolved,Annual vs monthly billing confusion,I upgraded my plan but I'm still being charged the old rate AND the new rate.,Phone,Chris Lee,2025-02-21 05:38:00,2025-02-23 00:52:00,4.4
TKT-00331,CUST-3766,2025-05-29 17:38:00,2025-06-01 00:35:00,Refund,,High,Closed,Exchange instead of refund,It's been over a month since I returned the defective product. No refund or update.,Chat,Lisa Thompson,2025-05-30 03:28:00,2025-05-31 02:45:00,3.1
TKT-00332,CUST-4003,2025-02-16 16:06:00,2025-02-17 14:59:00,Subscription,,Medium,In Progress,Cannot cancel subscription,My subscription auto-renewed but I was not notified about the renewal.,Email,Lisa Thompson,2025-02-16 23:54:00,,3.6
TKT-00333,CUST-2651,2025-04-13 04:29:00,2025-04-16 08:05:00,Product Issue,,Medium,Resolved,Wrong product received,Missing several components that were listed in the product description.,Email,Emily Rodriguez,2025-04-13 16:15:00,2025-04-15 08:50:00,2.5
TKT-00334,CUST-9623,2025-05-18 16:06:00,2025-05-19 18:57:00,Billing,,High,Resolved,Wrong amount billed,My invoice shows a different amount than what was agreed upon. Please review and correct.,Email,Emily Rodriguez,2025-05-18 16:35:00,2025-05-19 14:38:00,3.0
